option,type,temperature,Year
"Joliet Brandon R, IL",Annual,48.7,2008
"Joliet Brandon R, IL",Jan,16.0,2009
"Joliet Brandon R, IL",Feb,28.3,2009
"Joliet Brandon R, IL",Mar,39.4,2009
"Joliet Brandon R, IL",Apr,47.9,2009
"Joliet Brandon R, IL",May,60.5,2009
"Joliet Brandon R, IL",Jun,69.2,2009
"Joliet Brandon R, IL",Jul,68.2,2009
"Joliet Brandon R, IL",Aug,69.3,2009
"Joliet Brandon R, IL",Sep,64.5,2009
"Joliet Brandon R, IL",Oct,48.4,2009
"Joliet Brandon R, IL",Nov,45.6,2009
"Joliet Brandon R, IL",Dec,27.9,2009
"Joliet Brandon R, IL",Annual,48.8,2009
"Joliet Brandon R, IL",Jan,19.5,2010
"Joliet Brandon R, IL",Feb,24.4,2010
"Joliet Brandon R, IL",Mar,41.6,2010
"Joliet Brandon R, IL",Apr,56.2,2010
"Joliet Brandon R, IL",May,62.3,2010
"Joliet Brandon R, IL",Jun,71.6,2010
"Joliet Brandon R, IL",Jul,76.1,2010
"Joliet Brandon R, IL",Aug,75.1,2010
"Joliet Brandon R, IL",Sep,65.3,2010
"Joliet Brandon R, IL",Oct,55.6,2010
"Joliet Brandon R, IL",Nov,41.8,2010
"Joliet Brandon R, IL",Dec,20.5,2010
"Joliet Brandon R, IL",Annual,50.8,2010
"Joliet Brandon R, IL",Jan,21.0,2011
"Joliet Brandon R, IL",Feb,27.5,2011
"Joliet Brandon R, IL",Mar,37.9,2011
"Joliet Brandon R, IL",Apr,48.5,2011
"Joliet Brandon R, IL",May,60.1,2011
"Joliet Brandon R, IL",Jun,70.8,2011
"Joliet Brandon R, IL",Jul,78.4,2011
"Joliet Brandon R, IL",Aug,73.3,2011
"Joliet Brandon R, IL",Sep,62.1,2011
"Joliet Brandon R, IL",Oct,54.1,2011
"Joliet Brandon R, IL",Nov,44.3,2011
"Joliet Brandon R, IL",Dec,34.2,2011
"Joliet Brandon R, IL",Annual,51.0,2011
"Joliet Brandon R, IL",Jan,28.8,2012
"Joliet Brandon R, IL",Feb,33.4,2012
"Joliet Brandon R, IL",Mar,52.8,2012
"Joliet Brandon R, IL",Apr,51.2,2012
"Joliet Brandon R, IL",May,65.0,2012
"Joliet Brandon R, IL",Jun,71.5,2012
"Joliet Brandon R, IL",Jul,80.1,2012
"Joliet Brandon R, IL",Aug,72.3,2012
"Joliet Brandon R, IL",Sep,64.2,2012
"Joliet Brandon R, IL",Oct,51.0,2012
"Joliet Brandon R, IL",Nov,39.6,2012
"Joliet Brandon R, IL",Dec,35.5,2012
"Joliet Brandon R, IL",Annual,53.8,2012
"Joliet Brandon R, IL",Jan,26.1,2013
"Joliet Brandon R, IL",Feb,25.0,2013
"Joliet Brandon R, IL",Mar,31.6,2013
"Joliet Brandon R, IL",Apr,46.4,2013
"Joliet Brandon R, IL",May,62.0,2013
"Joliet Brandon R, IL",Jun,69.0,2013
"Joliet Brandon R, IL",Jul,72.5,2013
"Joliet Brandon R, IL",Aug,71.7,2013
"Joliet Brandon R, IL",Sep,67.1,2013
"Joliet Brandon R, IL",Oct,52.9,2013
"Joliet Brandon R, IL",Nov,36.5,2013
"Joliet Brandon R, IL",Dec,23.7,2013
"Joliet Brandon R, IL",Annual,48.7,2013
"Joliet Brandon R, IL",Jan,14.4,2014
"Joliet Brandon R, IL",Feb,15.4,2014
"Joliet Brandon R, IL",Mar,29.6,2014
"Joliet Brandon R, IL",Apr,48.8,2014
"Joliet Brandon R, IL",May,60.1,2014
"Joliet Brandon R, IL",Jun,71.0,2014
"Joliet Brandon R, IL",Jul,68.6,2014
"Joliet Brandon R, IL",Aug,72.0,2014
"Joliet Brandon R, IL",Sep,63.8,2014
"Joliet Brandon R, IL",Oct,51.7,2014
"Joliet Brandon R, IL",Nov,32.8,2014
"Joliet Brandon R, IL",Dec,32.4,2014
"Joliet Brandon R, IL",Annual,46.7,2014
"Joliet Brandon R, IL",Jan,21.4,2015
"Joliet Brandon R, IL",Feb,15.0,2015
"Joliet Brandon R, IL",Mar,34.0,2015
"Joliet Brandon R, IL",Apr,51.0,2015
"Joliet Brandon R, IL",May,61.9,2015
"Joliet Brandon R, IL",Jun,68.0,2015
"Joliet Brandon R, IL",Jul,71.9,2015
"Joliet Brandon R, IL",Aug,70.5,2015
"Joliet Brandon R, IL",Sep,69.3,2015
"Joliet Brandon R, IL",Oct,54.3,2015
"Joliet Brandon R, IL",Nov,43.4,2015
"Joliet Brandon R, IL",Dec,39.2,2015
"Joliet Brandon R, IL",Annual,50.0,2015
"Joliet Brandon R, IL",Jan,23.4,2016
"Joliet Brandon R, IL",Feb,30.3,2016
"Joliet Brandon R, IL",Mar,43.6,2016
"Joliet Brandon R, IL",Apr,49.4,2016
"Joliet Brandon R, IL",May,59.3,2016
"Joliet Brandon R, IL",Jun,71.7,2016
"Joliet Brandon R, IL",Jul,74.1,2016
"Joliet Brandon R, IL",Aug,75.1,2016
"Joliet Brandon R, IL",Sep,69.5,2016
"Joliet Brandon R, IL",Oct,57.3,2016
"Joliet Brandon R, IL",Nov,46.2,2016
"Joliet Brandon R, IL",Dec,25.3,2016
"Joliet Brandon R, IL",Annual,52.1,2016
"Joliet Brandon R, IL",Jan,29.0,2017
"Joliet Brandon R, IL",Feb,36.3,2017
"Joliet Brandon R, IL",Mar,38.7,2017
"Joliet Brandon R, IL",Apr,52.9,2017
"Joliet Brandon R, IL",May,57.4,2017
"Joliet Brandon R, IL",Jun,69.8,2017
"Joliet Brandon R, IL",Jul,73.6,2017
"Joliet Brandon R, IL",Aug,68.9,2017
"Joliet Brandon R, IL",Sep,67.4,2017
"Joliet Brandon R, IL",Oct,57.0,2017
"Joliet Brandon R, IL",Nov,38.0,2017
"Joliet Brandon R, IL",Dec,28.7,2017
"Joliet Brandon R, IL",Annual,51.5,2017
"Joliet Brandon R, IL",Jan,21.5,2018
"Joliet Brandon R, IL",Feb,26.9,2018
"Joliet Brandon R, IL",Mar,36.6,2018
"Joliet Brandon R, IL",Apr,40.8,2018
"Joliet Brandon R, IL",May,66.4,2018
"Joliet Brandon R, IL",Jun,71.5,2018
"Joliet Brandon R, IL",Jul,74.3,2018
"Joliet Brandon R, IL",Aug,74.2,2018
"Joliet Brandon R, IL",Sep,68.8,2018
"Joliet Brandon R, IL",Oct,51.7,2018
"Joliet Brandon R, IL",Nov,33.6,2018
"Joliet Brandon R, IL",Dec,32.3,2018
"Joliet Brandon R, IL",Annual,49.9,2018
"Joliet Brandon R, IL",Jan,22.5,2019
"Joliet Brandon R, IL",Feb,24.4,2019
"Joliet Brandon R, IL",Mar,34.4,2019
"Joliet Brandon R, IL",Apr,49.5,2019
"Joliet Brandon R, IL",May,57.8,2019
"Joliet Brandon R, IL",Jun,68.1,2019
"Joliet Brandon R, IL",Jul,75.7,2019
"Joliet Brandon R, IL",Aug,71.1,2019
"Joliet Brandon R, IL",Sep,68.7,2019
"Joliet Brandon R, IL",Oct,52.1,2019
"Joliet Brandon R, IL",Nov,34.3,2019
"Joliet Brandon R, IL",Dec,33.4,2019
"Joliet Brandon R, IL",Annual,49.3,2019
"Joliet Brandon R, IL",Jan,29.1,2020
"Joliet Brandon R, IL",Feb,28.2,2020
"Joliet Brandon R, IL",Mar,40.6,2020
"Joliet Brandon R, IL",Apr,45.9,2020
"Joliet Brandon R, IL",May,57.3,2020
"Joliet Brandon R, IL",Jun,71.8,2020
"Joliet Brandon R, IL",Jul,76.4,2020
"Joliet Brandon R, IL",Aug,72.5,2020
"Joliet Brandon R, IL",Sep,64.4,2020
"Joliet Brandon R, IL",Oct,49.2,2020
"Joliet Brandon R, IL",Nov,44.9,2020
"Joliet Brandon R, IL",Dec,31.0,2020
"Joliet Brandon R, IL",Annual,50.9,2020
"Joliet Brandon R, IL",Jan,27.3,2021
"Joliet Brandon R, IL",Feb,16.9,2021
"Joliet Brandon R, IL",Mar,M,2021
"Joliet Brandon R, IL",Apr,51.2,2021
"Joliet Brandon R, IL",May,58.0,2021
"Joliet Brandon R, IL",Jun,72.2,2021
"Joliet Brandon R, IL",Jul,73.3,2021
"Joliet Brandon R, IL",Aug,74.4,2021
"Joliet Brandon R, IL",Sep,68.5,2021
"Joliet Brandon R, IL",Oct,59.8,2021
"Joliet Brandon R, IL",Nov,M,2021
"Joliet Brandon R, IL",Dec,36.5,2021
"Joliet Brandon R, IL",Annual,53.8,2021
"Joliet Brandon R, IL",Jan,18.1,2022
"Joliet Brandon R, IL",Feb,24.4,2022
"Joliet Brandon R, IL",Mar,39.4,2022
"Joliet Brandon R, IL",Apr,45.3,2022
"Joliet Brandon R, IL",May,61.5,2022
"Joliet Brandon R, IL",Jun,71.1,2022
"Joliet Brandon R, IL",Jul,73.7,2022
"Joliet Brandon R, IL",Aug,72.1,2022
"Joliet Brandon R, IL",Sep,65.6,2022
"Joliet Brandon R, IL",Oct,52.3,2022
"Joliet Brandon R, IL",Nov,41.7,2022
"Joliet Brandon R, IL",Dec,27.1,2022
"Joliet Brandon R, IL",Annual,49.4,2022
"Joliet Brandon R, IL",Jan,30.5,2023
"Joliet Brandon R, IL",Feb,31.1,2023
"Joliet Brandon R, IL",Mar,36.0,2023
"Joliet Brandon R, IL",Apr,49.8,2023
"Joliet Brandon R, IL",May,61.0,2023
"Joliet Brandon R, IL",Jun,69.4,2023
"Joliet Brandon R, IL",Jul,72.9,2023
"Joliet Brandon R, IL",Aug,71.6,2023
"Joliet Brandon R, IL",Sep,66.4,2023
"Joliet Brandon R, IL",Oct,54.0,2023
"Joliet Brandon R, IL",Nov,M,2023
"Joliet Brandon R, IL",Dec,M,2023
"Joliet Brandon R, IL",Annual,54.3,2023
"Kankakee Metro W, IL",Jan,23.7,2000
"Kankakee Metro W, IL",Feb,30.8,2000
"Kankakee Metro W, IL",Mar,45.5,2000
"Kankakee Metro W, IL",Apr,48.9,2000
"Kankakee Metro W, IL",May,M,2000
"Kankakee Metro W, IL",Jun,69.9,2000
"Kankakee Metro W, IL",Jul,72.8,2000
"Kankakee Metro W, IL",Aug,72.9,2000
"Kankakee Metro W, IL",Sep,66.1,2000
"Kankakee Metro W, IL",Oct,57.6,2000
"Kankakee Metro W, IL",Nov,37.7,2000
"Kankakee Metro W, IL",Dec,15.6,2000
"Kankakee Metro W, IL",Annual,49.2,2000
"Kankakee Metro W, IL",Jan,24.0,2001
"Kankakee Metro W, IL",Feb,M,2001
"Kankakee Metro W, IL",Mar,35.4,2001
"Kankakee Metro W, IL",Apr,54.2,2001
"Kankakee Metro W, IL",May,63.4,2001
"Kankakee Metro W, IL",Jun,68.7,2001
"Kankakee Metro W, IL",Jul,75.4,2001
"Kankakee Metro W, IL",Aug,73.9,2001
"Kankakee Metro W, IL",Sep,62.1,2001
"Kankakee Metro W, IL",Oct,53.2,2001
"Kankakee Metro W, IL",Nov,48.8,2001
"Kankakee Metro W, IL",Dec,34.0,2001
"Kankakee Metro W, IL",Annual,53.9,2001
"Kankakee Metro W, IL",Jan,32.9,2002
"Kankakee Metro W, IL",Feb,31.2,2002
"Kankakee Metro W, IL",Mar,34.1,2002
"Kankakee Metro W, IL",Apr,48.7,2002
"Kankakee Metro W, IL",May,56.8,2002
"Kankakee Metro W, IL",Jun,72.1,2002
"Kankakee Metro W, IL",Jul,77.2,2002
"Kankakee Metro W, IL",Aug,75.2,2002
"Kankakee Metro W, IL",Sep,69.0,2002
"Kankakee Metro W, IL",Oct,51.3,2002
"Kankakee Metro W, IL",Nov,37.8,2002
"Kankakee Metro W, IL",Dec,31.2,2002
"Kankakee Metro W, IL",Annual,51.5,2002
"Kankakee Metro W, IL",Jan,20.7,2003
"Kankakee Metro W, IL",Feb,23.9,2003
"Kankakee Metro W, IL",Mar,38.3,2003
"Kankakee Metro W, IL",Apr,52.2,2003
"Kankakee Metro W, IL",May,58.9,2003
"Kankakee Metro W, IL",Jun,66.6,2003
"Kankakee Metro W, IL",Jul,73.1,2003
"Kankakee Metro W, IL",Aug,75.6,2003
"Kankakee Metro W, IL",Sep,65.1,2003
"Kankakee Metro W, IL",Oct,53.7,2003
"Kankakee Metro W, IL",Nov,44.4,2003
"Kankakee Metro W, IL",Dec,32.5,2003
"Kankakee Metro W, IL",Annual,50.4,2003
"Kankakee Metro W, IL",Jan,21.7,2004
"Kankakee Metro W, IL",Feb,27.6,2004
"Kankakee Metro W, IL",Mar,43.4,2004
"Kankakee Metro W, IL",Apr,52.2,2004
"Kankakee Metro W, IL",May,63.9,2004
"Kankakee Metro W, IL",Jun,69.1,2004
"Kankakee Metro W, IL",Jul,72.6,2004
"Kankakee Metro W, IL",Aug,68.0,2004
"Kankakee Metro W, IL",Sep,68.4,2004
"Kankakee Metro W, IL",Oct,54.1,2004
"Kankakee Metro W, IL",Nov,43.3,2004
"Kankakee Metro W, IL",Dec,29.4,2004
"Kankakee Metro W, IL",Annual,51.1,2004
"Kankakee Metro W, IL",Jan,M,2005
"Kankakee Metro W, IL",Feb,33.6,2005
"Kankakee Metro W, IL",Mar,35.9,2005
"Kankakee Metro W, IL",Apr,53.4,2005
"Kankakee Metro W, IL",May,59.5,2005
"Kankakee Metro W, IL",Jun,75.4,2005
"Kankakee Metro W, IL",Jul,76.7,2005
"Kankakee Metro W, IL",Aug,74.6,2005
"Kankakee Metro W, IL",Sep,70.9,2005
"Kankakee Metro W, IL",Oct,55.6,2005
"Kankakee Metro W, IL",Nov,43.0,2005
"Kankakee Metro W, IL",Dec,23.2,2005
"Kankakee Metro W, IL",Annual,54.7,2005
"Kankakee Metro W, IL",Jan,36.4,2006
"Kankakee Metro W, IL",Feb,29.3,2006
"Kankakee Metro W, IL",Mar,39.4,2006
"Kankakee Metro W, IL",Apr,54.9,2006
"Kankakee Metro W, IL",May,59.8,2006
"Kankakee Metro W, IL",Jun,70.1,2006
"Kankakee Metro W, IL",Jul,76.3,2006
"Kankakee Metro W, IL",Aug,73.5,2006
"Kankakee Metro W, IL",Sep,63.6,2006
"Kankakee Metro W, IL",Oct,50.6,2006
"Kankakee Metro W, IL",Nov,43.7,2006
"Kankakee Metro W, IL",Dec,33.6,2006
"Kankakee Metro W, IL",Annual,52.6,2006
"Kankakee Metro W, IL",Jan,28.6,2007
"Kankakee Metro W, IL",Feb,16.4,2007
"Kankakee Metro W, IL",Mar,43.6,2007
"Kankakee Metro W, IL",Apr,47.9,2007
"Kankakee Metro W, IL",May,66.0,2007
"Kankakee Metro W, IL",Jun,71.9,2007
"Kankakee Metro W, IL",Jul,72.4,2007
"Kankakee Metro W, IL",Aug,M,2007
"Kankakee Metro W, IL",Sep,M,2007
"Kankakee Metro W, IL",Oct,59.9,2007
"Kankakee Metro W, IL",Nov,41.2,2007
"Kankakee Metro W, IL",Dec,M,2007
"Kankakee Metro W, IL",Annual,49.8,2007
"Kankakee Metro W, IL",Jan,24.7,2008
"Kankakee Metro W, IL",Feb,23.4,2008
"Kankakee Metro W, IL",Mar,36.4,2008
"Kankakee Metro W, IL",Apr,50.6,2008
"Kankakee Metro W, IL",May,56.4,2008
"Kankakee Metro W, IL",Jun,M,2008
"Kankakee Metro W, IL",Jul,73.8,2008
"Kankakee Metro W, IL",Aug,71.7,2008
"Kankakee Metro W, IL",Sep,M,2008
"Kankakee Metro W, IL",Oct,53.1,2008
"Kankakee Metro W, IL",Nov,40.2,2008
"Kankakee Metro W, IL",Dec,23.7,2008
"Kankakee Metro W, IL",Annual,45.4,2008
"Kankakee Metro W, IL",Jan,16.6,2009
"Kankakee Metro W, IL",Feb,28.3,2009
"Kankakee Metro W, IL",Mar,40.0,2009
"Kankakee Metro W, IL",Apr,47.1,2009
"Kankakee Metro W, IL",May,60.8,2009
"Kankakee Metro W, IL",Jun,70.8,2009
"Kankakee Metro W, IL",Jul,69.9,2009
"Kankakee Metro W, IL",Aug,70.9,2009
"Kankakee Metro W, IL",Sep,M,2009
"Kankakee Metro W, IL",Oct,49.6,2009
"Kankakee Metro W, IL",Nov,46.6,2009
"Kankakee Metro W, IL",Dec,M,2009
"Kankakee Metro W, IL",Annual,50.1,2009
"Kankakee Metro W, IL",Jan,M,2010
"Kankakee Metro W, IL",Feb,22.9,2010
"Kankakee Metro W, IL",Mar,M,2010
"Kankakee Metro W, IL",Apr,M,2010
"Kankakee Metro W, IL",May,63.3,2010
"Kankakee Metro W, IL",Jun,73.2,2010
"Kankakee Metro W, IL",Jul,77.2,2010
"Kankakee Metro W, IL",Aug,76.4,2010
"Kankakee Metro W, IL",Sep,66.6,2010
"Kankakee Metro W, IL",Oct,55.8,2010
"Kankakee Metro W, IL",Nov,42.5,2010
"Kankakee Metro W, IL",Dec,19.9,2010
"Kankakee Metro W, IL",Annual,55.3,2010
"Kankakee Metro W, IL",Jan,21.0,2011
"Kankakee Metro W, IL",Feb,26.7,2011
"Kankakee Metro W, IL",Mar,38.6,2011
"Kankakee Metro W, IL",Apr,49.1,2011
"Kankakee Metro W, IL",May,60.4,2011
"Kankakee Metro W, IL",Jun,71.6,2011
"Kankakee Metro W, IL",Jul,79.2,2011
"Kankakee Metro W, IL",Aug,73.8,2011
"Kankakee Metro W, IL",Sep,62.9,2011
"Kankakee Metro W, IL",Oct,54.3,2011
"Kankakee Metro W, IL",Nov,44.8,2011
"Kankakee Metro W, IL",Dec,34.6,2011
"Kankakee Metro W, IL",Annual,51.4,2011
"Kankakee Metro W, IL",Jan,29.6,2012
"Kankakee Metro W, IL",Feb,32.8,2012
"Kankakee Metro W, IL",Mar,53.6,2012
"Kankakee Metro W, IL",Apr,52.1,2012
"Kankakee Metro W, IL",May,66.4,2012
"Kankakee Metro W, IL",Jun,71.8,2012
"Kankakee Metro W, IL",Jul,80.1,2012
"Kankakee Metro W, IL",Aug,72.5,2012
"Kankakee Metro W, IL",Sep,64.9,2012
"Kankakee Metro W, IL",Oct,50.9,2012
"Kankakee Metro W, IL",Nov,40.2,2012
"Kankakee Metro W, IL",Dec,36.2,2012
"Kankakee Metro W, IL",Annual,54.3,2012
"Kankakee Metro W, IL",Jan,26.8,2013
"Kankakee Metro W, IL",Feb,27.9,2013
"Kankakee Metro W, IL",Mar,32.2,2013
"Kankakee Metro W, IL",Apr,47.7,2013
"Kankakee Metro W, IL",May,63.2,2013
"Kankakee Metro W, IL",Jun,70.0,2013
"Kankakee Metro W, IL",Jul,72.3,2013
"Kankakee Metro W, IL",Aug,72.3,2013
"Kankakee Metro W, IL",Sep,68.3,2013
"Kankakee Metro W, IL",Oct,53.8,2013
"Kankakee Metro W, IL",Nov,36.5,2013
"Kankakee Metro W, IL",Dec,24.8,2013
"Kankakee Metro W, IL",Annual,49.7,2013
"Kankakee Metro W, IL",Jan,14.6,2014
"Kankakee Metro W, IL",Feb,15.4,2014
"Kankakee Metro W, IL",Mar,29.8,2014
"Kankakee Metro W, IL",Apr,48.9,2014
"Kankakee Metro W, IL",May,61.1,2014
"Kankakee Metro W, IL",Jun,71.6,2014
"Kankakee Metro W, IL",Jul,69.4,2014
"Kankakee Metro W, IL",Aug,72.7,2014
"Kankakee Metro W, IL",Sep,64.4,2014
"Kankakee Metro W, IL",Oct,52.7,2014
"Kankakee Metro W, IL",Nov,33.1,2014
"Kankakee Metro W, IL",Dec,32.5,2014
"Kankakee Metro W, IL",Annual,47.2,2014
"Kankakee Metro W, IL",Jan,21.8,2015
"Kankakee Metro W, IL",Feb,16.7,2015
"Kankakee Metro W, IL",Mar,34.7,2015
"Kankakee Metro W, IL",Apr,52.2,2015
"Kankakee Metro W, IL",May,64.0,2015
"Kankakee Metro W, IL",Jun,69.5,2015
"Kankakee Metro W, IL",Jul,72.6,2015
"Kankakee Metro W, IL",Aug,71.3,2015
"Kankakee Metro W, IL",Sep,69.8,2015
"Kankakee Metro W, IL",Oct,54.8,2015
"Kankakee Metro W, IL",Nov,44.7,2015
"Kankakee Metro W, IL",Dec,40.1,2015
"Kankakee Metro W, IL",Annual,51.0,2015
"Kankakee Metro W, IL",Jan,25.1,2016
"Kankakee Metro W, IL",Feb,30.9,2016
"Kankakee Metro W, IL",Mar,44.9,2016
"Kankakee Metro W, IL",Apr,49.3,2016
"Kankakee Metro W, IL",May,60.4,2016
"Kankakee Metro W, IL",Jun,72.6,2016
"Kankakee Metro W, IL",Jul,74.5,2016
"Kankakee Metro W, IL",Aug,75.4,2016
"Kankakee Metro W, IL",Sep,69.9,2016
"Kankakee Metro W, IL",Oct,58.4,2016
"Kankakee Metro W, IL",Nov,47.7,2016
"Kankakee Metro W, IL",Dec,27.1,2016
"Kankakee Metro W, IL",Annual,53.0,2016
"Kankakee Metro W, IL",Jan,29.8,2017
"Kankakee Metro W, IL",Feb,38.1,2017
"Kankakee Metro W, IL",Mar,39.8,2017
"Kankakee Metro W, IL",Apr,54.0,2017
"Kankakee Metro W, IL",May,59.3,2017
"Kankakee Metro W, IL",Jun,72.2,2017
"Kankakee Metro W, IL",Jul,74.2,2017
"Kankakee Metro W, IL",Aug,69.7,2017
"Kankakee Metro W, IL",Sep,68.5,2017
"Kankakee Metro W, IL",Oct,58.4,2017
"Kankakee Metro W, IL",Nov,39.7,2017
"Kankakee Metro W, IL",Dec,27.8,2017
"Kankakee Metro W, IL",Annual,52.6,2017
"Kankakee Metro W, IL",Jan,21.2,2018
"Kankakee Metro W, IL",Feb,28.9,2018
"Kankakee Metro W, IL",Mar,37.2,2018
"Kankakee Metro W, IL",Apr,41.8,2018
"Kankakee Metro W, IL",May,69.1,2018
"Kankakee Metro W, IL",Jun,73.7,2018
"Kankakee Metro W, IL",Jul,75.1,2018
"Kankakee Metro W, IL",Aug,75.1,2018
"Kankakee Metro W, IL",Sep,69.8,2018
"Kankakee Metro W, IL",Oct,52.4,2018
"Kankakee Metro W, IL",Nov,35.0,2018
"Kankakee Metro W, IL",Dec,33.2,2018
"Kankakee Metro W, IL",Annual,51.0,2018
"Kankakee Metro W, IL",Jan,22.5,2019
"Kankakee Metro W, IL",Feb,26.2,2019
"Kankakee Metro W, IL",Mar,35.1,2019
"Kankakee Metro W, IL",Apr,50.3,2019
"Kankakee Metro W, IL",May,59.9,2019
"Kankakee Metro W, IL",Jun,70.0,2019
"Kankakee Metro W, IL",Jul,77.2,2019
"Kankakee Metro W, IL",Aug,72.4,2019
"Kankakee Metro W, IL",Sep,69.9,2019
"Kankakee Metro W, IL",Oct,53.6,2019
"Kankakee Metro W, IL",Nov,35.3,2019
"Kankakee Metro W, IL",Dec,33.9,2019
"Kankakee Metro W, IL",Annual,50.5,2019
"Kankakee Metro W, IL",Jan,30.8,2020
"Kankakee Metro W, IL",Feb,29.9,2020
"Kankakee Metro W, IL",Mar,41.4,2020
"Kankakee Metro W, IL",Apr,47.2,2020
"Kankakee Metro W, IL",May,59.9,2020
"Kankakee Metro W, IL",Jun,73.3,2020
"Kankakee Metro W, IL",Jul,76.9,2020
"Kankakee Metro W, IL",Aug,73.2,2020
"Kankakee Metro W, IL",Sep,65.2,2020
"Kankakee Metro W, IL",Oct,51.1,2020
"Kankakee Metro W, IL",Nov,46.3,2020
"Kankakee Metro W, IL",Dec,32.4,2020
"Kankakee Metro W, IL",Annual,52.3,2020
"Kankakee Metro W, IL",Jan,28.0,2021
"Kankakee Metro W, IL",Feb,16.5,2021
"Kankakee Metro W, IL",Mar,43.6,2021
"Kankakee Metro W, IL",Apr,50.5,2021
"Kankakee Metro W, IL",May,M,2021
"Kankakee Metro W, IL",Jun,73.4,2021
"Kankakee Metro W, IL",Jul,73.6,2021
"Kankakee Metro W, IL",Aug,75.4,2021
"Kankakee Metro W, IL",Sep,69.7,2021
"Kankakee Metro W, IL",Oct,59.9,2021
"Kankakee Metro W, IL",Nov,39.2,2021
"Kankakee Metro W, IL",Dec,37.4,2021
"Kankakee Metro W, IL",Annual,51.6,2021
"Kankakee Metro W, IL",Jan,19.3,2022
"Kankakee Metro W, IL",Feb,24.4,2022
"Kankakee Metro W, IL",Mar,40.8,2022
"Kankakee Metro W, IL",Apr,46.3,2022
"Kankakee Metro W, IL",May,63.8,2022
"Kankakee Metro W, IL",Jun,72.3,2022
"Kankakee Metro W, IL",Jul,74.5,2022
"Kankakee Metro W, IL",Aug,73.0,2022
"Kankakee Metro W, IL",Sep,67.1,2022
"Kankakee Metro W, IL",Oct,52.7,2022
"Kankakee Metro W, IL",Nov,42.4,2022
"Kankakee Metro W, IL",Dec,27.8,2022
"Kankakee Metro W, IL",Annual,50.4,2022
"Kankakee Metro W, IL",Jan,31.9,2023
"Kankakee Metro W, IL",Feb,32.6,2023
"Kankakee Metro W, IL",Mar,37.4,2023
"Kankakee Metro W, IL",Apr,51.3,2023
"Kankakee Metro W, IL",May,62.3,2023
"Kankakee Metro W, IL",Jun,70.3,2023
"Kankakee Metro W, IL",Jul,73.5,2023
"Kankakee Metro W, IL",Aug,72.1,2023
"Kankakee Metro W, IL",Sep,66.7,2023
"Kankakee Metro W, IL",Oct,55.7,2023
"Kankakee Metro W, IL",Nov,M,2023
"Kankakee Metro W, IL",Dec,M,2023
"Kankakee Metro W, IL",Annual,55.4,2023
"Lisle Morton Arb, IL",Jan,26.8,2000
"Lisle Morton Arb, IL",Feb,35.8,2000
"Lisle Morton Arb, IL",Mar,46.7,2000
"Lisle Morton Arb, IL",Apr,50.4,2000
"Lisle Morton Arb, IL",May,64.2,2000
"Lisle Morton Arb, IL",Jun,70.0,2000
"Lisle Morton Arb, IL",Jul,72.9,2000
"Lisle Morton Arb, IL",Aug,75.1,2000
"Lisle Morton Arb, IL",Sep,67.2,2000
"Lisle Morton Arb, IL",Oct,58.7,2000
"Lisle Morton Arb, IL",Nov,39.2,2000
"Lisle Morton Arb, IL",Dec,18.7,2000
"Lisle Morton Arb, IL",Annual,52.1,2000
"Lisle Morton Arb, IL",Jan,26.6,2001
"Lisle Morton Arb, IL",Feb,29.2,2001
"Lisle Morton Arb, IL",Mar,36.5,2001
"Lisle Morton Arb, IL",Apr,55.7,2001
"Lisle Morton Arb, IL",May,63.8,2001
"Lisle Morton Arb, IL",Jun,69.5,2001
"Lisle Morton Arb, IL",Jul,77.0,2001
"Lisle Morton Arb, IL",Aug,75.5,2001
"Lisle Morton Arb, IL",Sep,65.0,2001
"Lisle Morton Arb, IL",Oct,54.9,2001
"Lisle Morton Arb, IL",Nov,49.9,2001
"Lisle Morton Arb, IL",Dec,35.6,2001
"Lisle Morton Arb, IL",Annual,53.3,2001
"Lisle Morton Arb, IL",Jan,33.7,2002
"Lisle Morton Arb, IL",Feb,35.0,2002
"Lisle Morton Arb, IL",Mar,37.4,2002
"Lisle Morton Arb, IL",Apr,52.8,2002
"Lisle Morton Arb, IL",May,57.6,2002
"Lisle Morton Arb, IL",Jun,72.7,2002
"Lisle Morton Arb, IL",Jul,78.5,2002
"Lisle Morton Arb, IL",Aug,74.7,2002
"Lisle Morton Arb, IL",Sep,68.5,2002
"Lisle Morton Arb, IL",Oct,50.8,2002
"Lisle Morton Arb, IL",Nov,39.5,2002
"Lisle Morton Arb, IL",Dec,31.6,2002
"Lisle Morton Arb, IL",Annual,52.7,2002
"Lisle Morton Arb, IL",Jan,22.8,2003
"Lisle Morton Arb, IL",Feb,24.5,2003
"Lisle Morton Arb, IL",Mar,37.7,2003
"Lisle Morton Arb, IL",Apr,50.8,2003
"Lisle Morton Arb, IL",May,58.0,2003
"Lisle Morton Arb, IL",Jun,66.4,2003
"Lisle Morton Arb, IL",Jul,72.3,2003
"Lisle Morton Arb, IL",Aug,73.7,2003
"Lisle Morton Arb, IL",Sep,63.7,2003
"Lisle Morton Arb, IL",Oct,M,2003
"Lisle Morton Arb, IL",Nov,44.3,2003
"Lisle Morton Arb, IL",Dec,32.6,2003
"Lisle Morton Arb, IL",Annual,49.7,2003
"Lisle Morton Arb, IL",Jan,21.8,2004
"Lisle Morton Arb, IL",Feb,29.0,2004
