created,title,body,sentiment
2019-11-20 00:00:00,US Rail Volumes Slump In Flat Peak Season,"Year-to-date U.S. rail volumes slipped again the week ending Nov. 16 amid industry observations that the peak season this year was muted for rail. U.S. rail traffic for the first 46 weeks of the year fell 4.5% to 23.8 million carloads, and intermodal units compared with the same period in 2018, according to the Association of American Railroads. Of that total, U.S. carloads slipped 4.4% to nearly 11.6 million carloads while U.S. intermodal units were down 4.6% to 12.2 million intermodal containers and trailers. On a weekly basis, the U.S. rail operations of the Class I railroads originated 501,249 carloads and intermodal units, an 8.4% drop from the comparable week in 2018. Of that, U.S. carloads fell 8.9% to 239,647 carloads, while U.S. intermodal units slipped 7.9% to 261,602 intermodal units. U.S. rail carloads have been trending lower in 2019 compared with 2018. Source: SONAR Surf Rail volumes historically experience an uptick in the second half of the year because of peak season, which typically runs from between July and August to about October and November. During this time frame, freight volumes and freight rates can increase because of higher demand to move freight. This can come from the retail sector trying to secure goods ahead of the holiday season to grain producers needing to ship grain volumes to their domestic and international destinations. However, in 2019, rail executives said at recent conferences sponsored by investment firms that the rail industry's fall peak was either nonexistent or likened to the size of a speed bump versus a peak. We're in the peak season and there's not a peak, so I guess it will be softer than muted, a speed bump kind of thing, said CSX (NASDAQ:CSX) CEO Jim Foote at a conference sponsored by investment firm Stephens on Nov. 13 in Nashville, Tennessee. The cited causes for the lack of a peak season were similar to the reasons given for lower rail volumes this year. A weaker industrial economy, trade uncertainty between the U.S. and China and some trade restrictions levied by China for Canadian goods and a competitive truck market were some of the factors that executives gave for this year's muted peak season. People are not investing in that inventory build, said Alan Shaw, chief marketing officer for Norfolk Southern (NYSE:NSC), at the Stephens conference on Nov. 14. Mike Upchurch, chief financial officer for Kansas City Southern (NYSE:KSU), said the trade uncertainty is causing business to put projects on hold and that hesitation to invest is weighing on the industrial economy. I think you're going to need some resolution on trade before you see the industrial economy growing again, Upchurch said at the Stephens conference on Nov. 13. Image Sourced from Pixabay",0
2019-11-25 00:00:00,Freight Rail Seeks Ways To Stay Afloat Amid Sinking Rail Volumes,"As the freight rail industry looks ahead to 2020, the leaders of several Class I railroads and railroad lessors said a return to volume growth isn't likely to appear until the second half of next year. While the consumer economy appears to be stable amid factors such as low unemployment rates in the U.S., the industrial economy hasn't shown the same magnitude of strength, rail executives said at transportation conferences held by investment firms throughout November. I think our assumption is that it [the freight market] gets better. It may not get better just flipping the calendar to 2020. It may be more of a back half [of 2020] in terms of as the year progresses, that it improves through the year, but we do look for it to get better next year, said incoming Union Pacific (NYSE:UNP) Chief Financial Officer Jennifer Hamann at a conference sponsored by investment firm Stephens on Nov. 15. Janet Drysdale, vice president of financial planning at Canadian National (NYSE:CNI), echoed Hamann's sentiments at that same event on Nov. 13. We're expecting a soft landing in 2020 and not a recession, Drysdale said. To cope with potentially lower volumes in the first half of 2020, executives laid out several short-term initiatives, although they deferred any comments about 2020 guidance to when they announce their fourth-quarter results in January. Those initiatives include growing merchandise volumes, which is the bulk of the volumes that the Class I railroads carry. Opportunities to haul more plastics, grain and refined products are some areas where the railroads are seeking to increase their business, while domestic coal volumes appear likely to continue to decline. And although the rail prices can be about 10% to 15% cheaper compared with truck for hauling merchandise volumes, the railroads need to improve their service product to gain more business, according to CSX (NASDAQ:CSX) CEO Jim Foote at the Baird Industrial Conference on Nov. 6. CSX will get merchandise business when our service is reliable enough, Foote said. To boost its merchandise network, Norfolk Southern (NYSE:NSC) said it is trying to develop a more homogenous railcar strategy by limiting the car types it utilizes. Doing so improves asset utilization and makes better use of returning empty railcars, according to chief marketing officer Alan Shaw. Layer that strategy with technology to provide more visibility and transparency to the shipper, and that's when it becomes truck-like, Shaw said, referring to the competition that the railroads have with the trucking industry over freight volumes. Intermodal volumes, in contrast, can face more competition from trucking because intermodal moves typically involve trucks at some point when they travel along the supply chain. But the railroads said they are continuing to eye opportunities there so long as they can improve on their service product. Domestic intermodal volumes are vastly under-penetrated by rails and certainly by Union Pacific, Hamann said. Yet despite the competition from trucks, the railroads may be hesitant to lower their pricing to attract more businesses. We've seen several of these cycles play out over the years. I think we're better off holding on the pricing and letting the trucking market fight over the remaining freight with prices, Kansas City Southern (NYSE:KSU) Chief Financial Officer Mike Upchurch said at the Stephens conference on Nov. 13. Rail Lessors Eye Better Asset Utilization Rail lessors and rail equipment manufacturers are watching how the broader economy and the Class I railroads are responding to railcar demand and responding in turn. In the areas where we see the greatest amount of weakness, mostly in our general freight, we'll be reducing capacity, and we'll be a little more responsive to how the market is moving at this point, said Justin Roberts, vice president of corporate development for Greenbrier (NYSE:GBX). The problem with the lack of a trade agreement between the U.S. and China is that investors hesitate to purchase new railcars until there's some resolution, Roberts said. GATX (NYSE:GATX) CEO Brian Kenney said GATX is trying to use volatility to our advantage by tweaking the company's commercial strategy depending on the railcar. If there's demand for a railcar type, the company will raise lease rates and extend leasing terms. But if demand is sluggish, then GATX will drop rates to maintain asset utilization while also shortening leasing terms so as not to lock in those rates for too long, he said. This strategy, if executed successfully, results in more cars coming up for renewal in strong markets and a lot less in weak markets, Kenney said at the Baird conference on Nov. 6. Image Sourced from Pixabay",1
2019-11-26 00:00:00,Class I Rail Employment Hits New Low,"Employee headcount levels for the U.S. rail operations of Class I railroads hit a new low in October amid a slump in U.S. rail traffic and the transition to precision scheduled railroading (PSR). The total number of employees working for Class I railroads in the U.S. was 134,582 last month, which is the fewest for 2019, according to data collected by the U.S. Surface Transportation Board. That is 9.5% lower than October 2018 and nearly 1.7% down from September of this year. Of that total, October staffing levels for train and engine crews fell to 55,361, an 11.8% drop from October 2018 and a nearly 3.1% decline from September 2019. Train and engine crew headcount levels can be an indicator of rail demand, with levels rising and falling depending on network capacity needs. October's decline in overall U.S. Class I rail employment levels was the largest year-over-year decline in over three years, according to transportation analyst Bascome Majors of investment firm Susquehanna Financial Group. Train and engine crew totals also saw their biggest year-over-year decline in over three years, Majors said in a Nov. 20 research note. October's totals come as the railroads have furloughed workers amid declining rail volumes and the transition to PSR, an operating model that seeks to streamline rail operations and cut costs. Canadian National (NYSE:CNI) announced earlier this month that it was trimming staff amid lower rail volumes, while Norfolk Southern (NYSE:NSC) and Union Pacific (NYSE:UNP) have made similar moves in recent weeks as they transition to PSR.Year-to-date rail volumes, meanwhile, were down 4.5% in the U.S. to 23.8 million carloads and intermodal units for the week ending Nov. 16, the Association of American Railroads reported last week. Image by James Timothy Peters from Pixabay",0
2019-11-27 00:00:00,Operations At Canadian National Resume,"Operations at Canadian National (NYSE:CNI) are returning to normal days after the railway and the Teamsters Canada Rail Conference (TCRC) announced a tentative end to an eight-day strike. TCRC said operations resumed at 6:00 a.m. local time across Canada on Nov. 27. Canadian National (CN) conductors, transpersons and yard workers went on strike on Nov. 19. The strike has hit supply chains across Canada, bringing trade disruptions, goods shortages and layoffs. The terms of the deal between CN and TCRC have not been disclosed, but TCRC said the agreement would need to be ratified by Teamsters members via secret-ballot electronic voting. Union meetings will be held across the country to explain the terms of the agreement to members in a process that will likely take several months, the union said. Ending the strike sent ripple effects across the supply chain. For instance, 70 members of the union Unifor had received notice at Autoport in Halifax that they had received layoff notices, but those notices have been rescinded, according to Unifor. Shippers said their operations were also affected by the strike. The Mining Association of Canada said the strike was deeply felt by the sector. The association stated on a Nov. 26, The impacts felt by the week-long strike resulted in costly disruptions for Canadian mining companies, many of whom incurred significant impacts over the last seven days, including lost sales and customers…These impacts will continue to be felt for the foreseeable future as it takes approximately a week to move the backlog created per day of disrupted service. The mining industry accounted for 52.3% of rail freight revenues generated in 2018, the association said. Saskatchewan-based fertilizer producer Nutrien said it would be shutting down its largest potash mine for two weeks starting Dec. 2 because of the rail strike. Even though the strike has ended, Nutrien still plans to shut down the mine, according to the Financial Post. It is extremely disappointing that in a year when the agricultural sector has been severely impacted by poor weather and trade disputes, the CN strike will add further hardship to the Canadian agriculture industry, said Nutrien CEO Chuck Magro. Meanwhile, Norfolk Southern (NYSE:NSC) said interchange traffic moving through Rouses Point, New York has resumed. Customers should expect some delays until service returns to schedule, Norfolk Southern said in a Nov. 27 operations note. Image Sourced from Pixabay",1
2019-12-03 00:00:00,Norfolk Southern Makes Changes To Demurrage And Accessorial Charges,"Norfolk Southern (NYSE:NSC) is making changes to its tariffs governing demurrage and accessorial charges, the railroad said on Dec. 1 in an operations update. The tariff changes are available here. Norfolk Southern (NS) is implementing a new tiered demurrage and storage structure to address cars that are held for seven days or longer, NS said. But demurrage rates will remain unchanged for cars that are held between one to six days, the railroad said. The changes will become effective on April 1, 2020 so that customers can review the changes, ask questions and assess the impact these changes may have on their operations. NS also said it has made tariff changes on accessorial charges, effective January 1, 2020. One pertains to overloaded cars that are delivered to their destination without being stopped en route for partial unloading. Another narrows the timeframe that customers have to file a claim with NS from three years to one year. As a leader in the transportation industry, we continually strive to provide the best service possible at all our customer locations on a consistent basis. When proper forwarding instructions are not provided at time of release, it results in additional time and expense to switch out that railcar, said Ed Elkins, vice president of industrial products for NS, in a letter addressing the changes. Going forward, NS reserves the right, in its sole discretion, to not pull a railcar that has been released without forwarding instructions and any railcars behind it. Beginning January 1, 2020, a new pull code will be activated that will require forwarding instructions be in place before a car can be released, the letter said. The changes come as NS and other Class I railroads have modified their demurrage and accessorial charges as they implement precision scheduled railroading, an operational model that seeks to streamline rail operations and trim costs. The railroads have said that the changes in the fees are to encourage customers not to hold onto railcars for longer than needed. But many shippers have pushed back against the changes, saying that the changes penalize shippers even when it's the railroads' fault for the held cars. The Surface Transportation Board, responding to shippers' requests, held a two-day hearing on demurrage and accessorial charges in May, and it proposed several initiatives in November aimed at addressing shippers' concerns. The STB has since received additional comments from both the railroads and shippers on the changes to demurrage and accessorial charges. Image by Michael Gaida from Pixabay",1
2019-12-03 00:00:00,Introducing FreightWaves Passport Research,"FreightWaves is constantly innovating – exploring new data sets, posting new articles, and building new products and services for our audience. We wanted to find a way to do even more for our highly engaged community members, so we created FreightWaves Passport, a platform that delivers continuing education, proprietary research, discounted event tickets, and access to our market experts. FreightWaves SONAR already houses a rapidly growing research library of mostly long-form white papers covering industry topics like freight broker compensation, digital freight brokerage valuation, pricing power indexes, the performance of publicly traded transportation companies, and the cause of trucking carrier bankruptcies. All of that of research will be made available to Passport members. Empirical research has always been the missing link in transportation and logistics, said Kevin Hill, director of research at FreightWaves. Industry knowledge has traditionally been gained through experience and passed on by word-of-mouth. While this isn't necessarily bad, information passed on in that way is rarely tested against new market dynamics. That's where our research becomes extremely valuable; we collect market information daily and test it against industry tradition to see what still works and what does not. In addition, we've built a new team to launch even more research products – weekly reports on trucking, intermodal and ocean freight markets, as well as special topics of timely interest. These reports are generated by the Passport team, who treat these modes as true marketplaces and cover rates, volume (demand), and capacity (supply) on a weekly basis. SONAR data, supplemented with industry and government releases, provides the quantitative backbone of Passport research, but we also weave in qualitative commentary based on industry channel checks and headline analysis. FreightWaves research teams leverage the full capabilities of SONAR 5.0 to help our clients understand the near-time complexities of freight markets. The mapping functions in the latest version of the SONAR platform are especially robust, and we've already used them to visualize trucking market volatility and regions impacted by the U.S. industrial recession. (Map: FreightWaves SONAR) The map above displays trucking freight market data in two dimensions: color and height. Darker blue shades represent higher tender rejection rates or tighter trucking capacity, while the height of the market is determined by its outbound tender market share, or the relative size of the freight market. Displaying the data in this way allows SONAR and Passport members to quickly find important freight markets that may present opportunities for transportation companies. In addition to the new mapping functions, the Passport research team uses SONAR's new trucking rate predictor to calculate near-time spot rates for the most important trucking lanes in the United States. (Map: FreightWaves SONAR) The map above is from our first Special Topics report, Mapping the Industrial Recession, and displays timber mills (red) and paper mills (purple) on Norfolk Southern's (NYSE:NSC) railroad network. According to U.S. government industrial production data for October, paper as a nondurable material (instead of a consumer product) was down 4.9% year-over-year. According to railroad industry data, forest products volumes are down 5.3% year-to-date, and when FreightWaves released the report on November 22, Norfolk Southern's forest products were down more than 11% over the previous four weeks, the most of any Class I railroad. The FreightWaves Passport research team created maps displaying the regional impact of the industrial recession, including Norfolk Southern's exposure to forest products as well as, for example, the chemical plants on Union Pacific's network. The goal was to help our clients understand exactly which industries and geographies are leading the contraction in industrial production and which transportation companies are most likely to be affected. As we continue to build out our new research products, the team will publish insights on freightwaves.com, and discuss our findings on podcasts, webinars and at FreightWaves events. If you're interested in learning more about Passport Research or Passport generally, visit this site and fill out the form to get in touch. Image by Pexels from Pixabay",1
2019-12-04 00:00:00,"Norfolk Southern Wants Track Changes, Residents Don't","FreightWaves occasionally posts high-quality content from partner publications in the freight industry. Visit Railway Age for more great content like this. Norfolk Southern (NYSE:NSC) wants to double-stack its trains as they move through Pittsburgh, but residents in the north side of the city are stacking up arguments and fighting back. A mediator has been appointed to represent the residents in Pittsburgh's north side as talks continue with Norfolk Southern (NS). The Class I railroad wants to raise bridges at Pennsylvania and West North avenues, lower the tracks at Columbus Avenue Bridge and build a new Merchant Street Bridge. The track is lower in spots along the route through the city, but NS says it cannot go any deeper in some areas. The Pennsylvania Department of Transportation (PennDOT) gave NS a $20 million grant for the work on the bridges. NS will be contributing $8.2 million. Rail traffic also would increase in the area, from about 25 trains a day to as many as 50. Residents are concerned about the noise pollution that accommodates more trains and more freight cars. A group tried to sway the Public Utility Commission's consideration of the proposed bridges, but the PUC did not side with the group's concerns. The mediator representing the citizens of Pittsburgh's north side says he wants to work with the railroad to come up with a solution both sides will agree on. PennDOT released a report that failed to recommend the best way to handle double-stacked rail freight, so the agency currently is meeting with community groups to take in all concerns. The study did say if the railroad cannot use the grant to fix the bridge, the responsibility would fall on the city. The project is already in motion in the Pittsburgh suburbs, but no work has begun in the city since the grant was awarded in April 2017. Image Sourced from Pixabay",1
2019-12-13 00:00:00,"Railroads, Shippers Grapple Over Revenue Adequacy","Will recommended changes to how the Surface Transportation Board (STB) tracks revenue adequacy end up serving as a revenue cap for Class I railroads? The railroads said yes but the shippers said no on the first day of a two-day hearing sponsored by the board on the topic. Shippers say offering alternative economic models that calculate revenue adequacy could make rail rate challenges more accessible for captive shippers that don't have an alternative viable rail option. The American Chemistry Council's (ACC) alternative model, called the benchmark method, will improve access to the rate relief process and substantially reduce burdens on shippers, railroads and the board, said Jeff Sloan, ACC's senior director of regulatory and technical affairs. But the railroads say changing existing practices with alternatives could be indirectly regulating a railroad's earnings. The recommended rate increase constraint (RIC) would have unintended consequences and might well be transformed over time into utility-style earnings regulation, said Joseph P. Kalt, Ford Foundation professor emeritus of international political economy at the John F. Kennedy School of Government, in presentation notes to the board. Kalt was representing the Association of American Railroads (AAR). Discussing Revenue Adequacy The point behind the two-day hearing on Dec. 12 and 13 was to get feedback from shippers and the rail industry on the April recommendations from the board's Rate Reform Task Force (RRTF) on whether to change these economic models and calculations that STB uses to determine revenue adequacy. Congress tasked the board with determining annually whether a Class I railroad's revenue is adequate. Congress wants to ensure that the Class I railroads, which don't receive federal funding for capital projects, earn sufficient profit to foot the costs of maintaining and investing in their rail networks. A railroad reaches revenue adequacy when it achieves a rate of return on net investment that is equal to at least the current cost of capital for the railroad industry in the prior year, according to STB. Calculating revenue adequacy is important because the determination can inform STB's decision-making process during certain proceedings, such as those contesting rail rates and particularly in situations in which a captive shipper is involved. According to its Sept. 12 decision in the proceeding Ex Parte 722, STB wanted written and oral feedback on the following: Defining long-term revenue adequacy: The task force recommended defining this by looking at the annual determinations over the shortest period of time, not less than five years, that includes both a year in which a recession began and a year that follows a year when a recession began. Applying a rate increase constraint: The rate increase constraint would apply to long-term revenue adequate carriers and it would seek to identify a point beyond which further application of differential pricing would be unwarranted. Suspending bottleneck provisions: The task force recommended that STB consider suspending the bottleneck provisions applied to long-term revenue adequate carriers. Modifying the simplified stand-alone cost (SAC) standard: The RRTF suggested reinstating the simplification of the Road Property Investment analysis to help determine whether a long-term revenue adequate carrier's rate is reasonable. Shippers And Railroads Draw Their Lines The board initially scheduled the hearing on revenue adequacy for one day, but it added a day after multiple stakeholders sought to provide oral testimony. Shippers groups and shippers scheduled to speak the first day included the ACC, the National Coal Transportation Association, the Western Coal Traffic League, Auriga Polymers, Olin Corp. (NYSE:OLN), the Freight Rail Customer Alliance and PBF Energy (NYSE:PBF). The Montana Wheat and Barley Committee respectfully requests that the board continue to give due consideration to those shippers, like the Montana farmer [who is] removed from nearly all aspects of the railroad's operations but [is] entirely dependent upon it for [his or her] livelihood, said Zachary T. Coccoli, a representative for the Montana Wheat and Barley Committee and deputy legal counsel for the Montana Department of Agriculture. He continued, The ongoing efforts for the STB to learn from history, engage openly with stakeholders with objective and analytical decision-making, informed by accurate information, instills a renewed level of confidence in the outcome of the board's rate reform efforts. The railroads scheduled to speak included representatives from AAR, BNSF (NYSE:BRK), Norfolk Southern (NYSE:NSC), Canadian National (NYSE:CNI) and Canadian Pacific (NYSE:CP). The STB should refrain from adopting regulations that penalize a railroad for being successful in competitive markets without regard for what has driven its return levels, said Jill K. Mulligan, BNSF's vice president and general counsel, in her presentation. Both shippers and the railroads filed extensive written comments on revenue adequacy, and those comments are available online by searching for EP 722. But the first day of the hearing, as well as the days leading up to the hearing, served as an opportunity for both railroads and shippers to draw their lines. The ACC offered the benchmark method, an alternative economic model to STB's stand-alone cost standard, which the group said would use real-world data to predict a rate that would be expected in a competitive market and could evaluate how much captive rates should be allowed to exceed competitive rates while taking into account criteria such as a railroad's financial performance. Adopting rate benchmarking would be a win-win option for business and taxpayers because it would provide a more streamlined, rational approach for dealing with rate issues that would no longer require shippers, railroads and the federal government to sink millions of dollars into rate cases, ACC said. The Western Coal Traffic League agreed with some recommendations of STB's rate reform task force, but had serious concerns about other recommendations, such as how to determine the time parameters for long-term revenue adequacy. In lieu of the RRTF's recommendation to use study periods of varying lengths depending on the timing of economic recessions, the board should adopt a rolling five-year period for application of the presumption, the Western Coal Traffic League said in written testimony. Meanwhile, the railroads said that following through with the task force's recommendations could result in unintended consequences, such as curtailing capital investments. Artificial caps on rates or other regulatory devices meant to drive rates below market levels, as recommended by the RRTF on long-term revenue-adequate carriers, compromise the ability of rail carriers to make investments to maintain and expand their network and facilities and remain competitive in the dynamic transportation markets we compete in to meet customer growth and secure market share, BNSF said in written testimony. The railroads also said STB's efforts to revise revenue adequacy could result in rolling back some of the deregulation that occurred in the U.S. rail industry following the Staggers Act of 1980. Congress gave the agency no authority to impose an earnings constraint, revoke bottleneck protections and long-haul rights or resurrect Nixon-era price freezes simply because a carrier has achieved revenue adequacy, however defined, said Raymond A. Atkins, a partner at law firm Sidley Austin, in written testimony on behalf of AAR. Congress plainly did not intend the prize for carrier innovation, improved efficiency and creation of new competitive markets to be a return to overbearing federal regulatory control. Image by analogicus from Pixabay",1
2019-12-17 00:00:00,Pennsylvania Provides More Than $40 Million For Freight Rail Projects,"The Pennsylvania Department of Transportation (PENNDOT) is awarding more than $40 million in funding towards 26 freight rail improvement projects throughout the state. While the majority of the grants are under $2 million to support network repairs and track and bridge rehabilitation, $14.4 million will be given to CSX (NYSE:CSX) to lower tracks under nine overhead obstructions so that CSX will be able to route double-stack container and multi-level auto rack traffic to and from the Port of Philadelphia. CSX's project will take place in Delaware and Philadelphia Counties. The full list of funded projects is available here. There are 65 operating railroads in Pennsylvania, which is more than any other state in the country, according to PENNDOT. The agency offers freight rail assistance grants annually. In 2018, it awarded $23 million for 27 rail projects. Investing in our extensive rail freight system increases mobility options and improves the efficiency of freight travel, said Pennsylvania Gov. Tom Wolf (D). These investments underscore our continued commitment to building a world-class infrastructure system that supports the business community and the creation of new jobs. According to the Port of Philadelphia, both CSX and Norfolk Southern (NYSE:NSC) operate trains through the port. Norfolk Southern already provides double-stacking intermodal service at the port. CSX appreciates Governor Wolf and the Pennsylvania DOT for their leadership and commitment to investing in transportation infrastructure improvements to advance economic and job growth. This grant allows CSX to lower tracks in nine key areas that will increase capacity and improve service between Philadelphia to Midwest and Southeast markets for both domestic and international intermodal, and automotive traffic, CSX said. The project will provide benefits for dimensional cargo shipments, such as turbines and machinery. Pennsylvania stakeholders will also benefit from improved logistics systems along with the inherent environmental benefits of moving more freight by rail in lieu of trucks. Design and permitting is expected to continue through most of 2020 with the construction anticipated in 2021, the railroad said. Image by David Mark from Pixabay",1
2019-12-31 00:00:00,2019 Rocks The Railroads,"A slump in North American rail volumes, record Canadian grain rail shipments and an active Surface Transportation Board were just some of the prominent themes in 2019. Here's a list — far from exhaustive — of some of the key issues that faced the rail industry this year. Lower Rail Volumes In North America Perhaps the most visible theme in 2019 was the weekly year-over-year decline in rail volumes, which resulted in the readjusting of earnings guidance by some of the Class I railroads. In the first half of the year, severe floods stymied Midwest freight rail operations, with Union Pacific (NYSE:UNP), BNSF (NYSE:BRK), Kansas City Southern (NYSE:KSU) and even Eastern U.S. railroad Norfolk Southern (NYSE:NSC) needing to reroute service and/or repair damaged sections of track in states such as Nebraska, Iowa and Missouri. But as the year progressed, rail volumes continued to trend lower as a result of a variety of factors, which deserve their own heading: Trade uncertainty: Strained trade relations between the U.S. and China, in which each country slapped tariffs on the other country's goods (soybeans, consumer goods, etc.), contributed to weakening the U.S. industrial economy because investors were hesitant to proceed with projects until they had more clarity on the direction of the U.S. economy. Also uncertain in 2019 was whether the U.S., Canada and Mexico would ratify a trade agreement that would replace the North American Free Trade Agreement (NAFTA). U.S., Canadian and Mexican leaders are poised to sign NAFTA's replacement, known as USMCA, but when it will be fully signed and ratified remains to be seen. The heads of the freight rail associations of the respective countries have pressed their federal leadership to pass USMCA soon. Loose truck capacity: A competitive truck market ate away at some of the intermodal volumes for U.S. freight rail, particularly as shippers continued to raise concerns that rail service still needs to get better (see below). Intermodal volumes may have also been hit by a shift to utilizing the East Coast ports more over the West Coast, according to FreightWaves' Market Expert Mike Baudendistel. Three-quarters of the U.S. population live within 500 miles of the East Coast. That's a one-day truck move and a length of haul in which intermodal struggles to compete, he said. The question of whether intermodal will resume as a growth area depends on the rails' behavior, the railroad marketplace and railroad regulations, Baudendistel said. Will the rails reach a point at which their operating ratios flatten out, necessitating a growth avenue? Or will regulators and a relatively uncompetitive market continue to allow railroads' operating ratios to march ever lower, making intermodal volume growth an afterthought? An Active Surface Transportation Board The addition of two board members to the Surface Transportation Board (STB) this year has brought about a renewed interest to review longstanding rail rate-related issues, such as revenue adequacy and whether some commodities should remain exempt from being regulated by the board. The board is considering many of the suggestions listed in an April report by its Rate Reform Task Force, some of which are considered to be shipper friendly because they aim to make the process to contest rail rates easier. The board recently held a two-day hearing (Day 1 coverage and Day 2 coverage) on revenue adequacy. Board members also held a hearing in May on demurrage and accessorial charges (Day 1 coverage and Day 2 coverage). Some of the Class I railroads have modified their policies governing the charges as a way to incentivize shippers to return railcars faster. The railroads modified their policies as they took steps to further integrate precision scheduled railroading (PSR, see below) into their operating models. PSR seeks to streamline rail operations by running trains on a fixed schedule. But some shippers have argued that they are being penalized unfairly for delays that were caused by the railroads. The tenor of the debates between the railroads and shippers has caused some to question whether the relationship has broken down and needs to be repaired. Operational Ratios Reach Record Lows With all the Class I railroads except BNSF deploying PSR, the railroads have cut costs and looked at how best to utilize their assets from a PSR standpoint. The result has been record low quarterly operating ratios (OR) even in spite of lower rail volumes. A falling OR, which is often calculated by dividing operating expenses by revenues, can indicate a company's increasing profitability to investors. Union Pacific, Norfolk Southern (NS) and Kansas City Southern implemented or completed the first phases of their versions of PSR in 2019, while executives from CSX (NASDAQ:CSX) and the Canadian railroads reminded investors in quarterly earnings calls that they have employed PSR for several years running. We believe we'll see the fruits of our efforts in the form of a resumption of growth. … But if we don't, we'll push even harder on efficiency measures [and] on productivity measures to get to the 60[%] OR, said NS CEO Jim Squires during the company's third-quarter earnings call on Oct. 23. Canadian Grain Shipments Reach Record Highs Although U.S. grail volumes via rail slumped amid severe floods in the Midwest and Chinese tariffs on grain products such as soybeans, Canadian Pacific (NYSE:CP) and Canadian National (NYSE:CNI) hauled record-high grain volumes for the agricultural year running from Aug. 1, 2018, to July 31, 2019. CP and Canadian National (CN) were able to move so much grain and grain products in part because of incentives in the Transportation Modernization Act of 2018 that encouraged the railways to invest in capital infrastructure and rail equipment. That, coupled with private investments by grain stakeholders, enabled the railways to support more export-bound grain movements. Strike At Canadian National And Labor Relations The eight-day strike at CN in November by members of the Teamsters Canada Rail Conference sent ripples across the Canadian supply chain. Trade associations representing chemical, grain and mining interests said the strike disrupted operations, while the union Unifor confirmed that its members received layoff notices as a result of the strike. Those notices were later rescinded. Meanwhile, CN said the strike would trim about C$0.15/share from fourth-quarter profits. As CN and the Teamsters working toward ratifying their agreement over the next several months, the rail unions and the U.S. operations of the freight railroads started a new collective bargaining round in November. That process will likely continue through 2020. Mergers And Acquisitions Within The Short Line Industry This year saw a number of mergers and acquisitions (M&As) within the short line industry. Among the most notable was the acquisition of Genesee & Wyoming by Brookfield Infrastructure (NYSE:BIP) and GIC in a deal worth $8.4 billion. But other M&As occurred throughout the year, including acquisitions by short line operator OmniTRAX. Experts anticipate that more M&A activity might occur in 2020 as private equity firms continue to see infrastructure as a viable long-term investment. Infrastructure is hot, firms have resources to chase these deals and these are assets that they think fit well into their investment profile, said Bill Kucera, a partner at law firm Mayer Brown in Chicago. Kucera represents companies involved in short line M&As. Meanwhile, the short line industry applauded congressional efforts to pass legislation that would modify the U.S. tax code so that short lines can receive a tax credit for investing in their infrastructure. President Donald Trump signed into law on Dec. 20 the bill H.R. 1865, which extends that tax credit through 2022. Extending the tax credit would be a tremendous victory for the thousands of agricultural, energy, industrial and manufacturing shippers that rely on short line railroad service every day to connect them to the domestic and global economies, said Chuck Baker, president of the American Short Line and Regional Railroad Association, prior to Trump signing H.R. 1865 into law. Image by analogicus from Pixabay",
2020-01-08 00:00:00,Railroads Want Price-Fixing Lawsuits At One Venue,"The Class I railroads that have been named in numerous lawsuits alleging price fixing are seeking to move those lawsuits to one court, according to a recent court filing. BNSF (NYSE:BRK), Union Pacific (NYSE:UNP), CSX (NASDAQ:CSX) and Norfolk Southern (NYSE:NSC) are asking to transfer rail freight fuel surcharge antitrust litigation to one of two court locations, according to a Dec. 19 court filing for MDL No. 2925 [MDL stands for multi-district legislation]. The U.S. Judicial Panel on MDL will hold a hearing Jan. 30 in Tampa, Florida, that addresses this request. The railroads want the lawsuits transferred to the U.S. District Court for the District of Columbia or the U.S. District Court for the Southern District of Texas. The lawsuits currently are filed at 16 different U.S. district courts throughout the nation. Another option is to transfer the litigation to MDL. No. 1869, which was held at the U.S. District Court for the District of Columbia and is part of a longstanding proceeding on whether shippers have the ability to form a class action lawsuit against the Class I railroads on fuel surcharge price fixing. The U.S. District Appeals Court ruled in August that shippers would have to file individual lawsuits instead of a class action lawsuit, and shippers subsequently filed dozens of lawsuits in September and October. Shippers' lawsuits allege that between 2003 and 2008 the railroads engaged in price fixing by assessing fuel surcharges and saying they were part of a fuel cost recovery program, thus violating the Sherman Act. While the bulk of shippers' lawsuits were filed in the fall, additional companies have filed similar suits in recent weeks. In December, Total Petrochemicals and Refining joined a list of more than three dozen companies and shipping groups alleging price fixing, while International Paper filed its suit Monday. Image by Michael Gaida from Pixabay",1
